10.697375298,59.41776276,"LPG Norge Moss","Ĺrvollskogen 103   - myLPG.eu"
5.39536,59.41546,Norgass,"Nappatjørn 90 5563   - myLPG.eu"
5.27548,59.41446,"Esso Karmsundgaten","Karmsundgaten 192 5527 Haugesund - myLPG.eu"
5.3306,59.39721,"Esso Raglamyr","Longhammarveien 26 5536 Haugesund - myLPG.eu"
5.29122,59.36911,Hagia,"Bønesvegen 170 4260   - myLPG.eu"
11.41797,59.35765,"HR Gass","Fv654 70 1892   - myLPG.eu"
10.9549,59.32484,"Shell Bilistsenter","Solliveien 278 1667   - myLPG.eu"
11.06553,59.29492,"Tiger GrĂ?lum Veiservice","BjĂrnstadveien 10 1713 GrĂ?lum - myLPG.eu"
10.43203,59.27779,"LPG Norge Třnsberg","Kilengaten 27   - myLPG.eu"
11.09577,59.27379,"Tiger Sannesund Veiservice","Storgata 58 1724 Sarpsborg - myLPG.eu"
10.42598,59.27299,Statoil,"Slagenveien  3117  Tonsberg - myLPG.eu"
11.15035,59.27161,"Tiger Hafslund Veiservice","Hafslundsgt 32/34 1738 Borgenhaugen - myLPG.eu"
11.0153876,59.2587967,"LPG Norge","Vallehellene 16   Fredrikstad - myLPG.eu"
10.9818029403687,59.2433547973633,"LPG Norge Fredrikstad","Dikeveien 2   - myLPG.eu"
10.96414,59.23714,Shell,"Høiendal 1 1617  Fredrikstad - myLPG.eu"
7.53564,59.21228,"Valle Bensin as","Valle 4747 Valle - myLPG.eu"
10.98449,59.20785,"Esso Begby","Haldenvn.2 1639 Gamle Fredrikstad - myLPG.eu"
9.61092,59.19124,Grenland,"Porsgrunnsvegen 9 3730  Skien - myLPG.eu"
9.6252947,59.189427,"LPG Norge Grenland","Břleveien 79   - myLPG.eu"
9.6242702,59.1888724,"LPG Grenland","Bøleveien 79 3724 Skien - myLPG.eu"
8.09008,59.18307,LPG,"Rv355 125 3870  Selfjord - myLPG.eu"
10.20912,59.17725,Shell,"Fokserødveien 19 3241   - myLPG.eu"
9.65735,59.13945,Shell,"Jernbanegata 12 3916  Porsgrunn - myLPG.eu"
